Song Metadata ,Model Rec 1,Song URL,Annotation ,Model Rec 2,Song URL,Annotation ,Model Rec 3,Song URL,Annotation ,Model Rec 4,Song URL,Annotation ,Model Rec 5,Song URL,Annotation ,,% Liked Per Song
AJR - Weak,Pancho Barraza - Mi Enemigo El Amor,https://open.spotify.com/track/3V5mrjHNr7VFhcUJ5oh45V,0,"NOTD, Bea Miller - I Wanna Know (feat. Bea Miller)",https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD,0,Demi Lovato - Give Your Heart a Break,https://open.spotify.com/track/3sP3c86WFjOzHHnbhhZcLA,0,EXO - Obsession,https://open.spotify.com/track/7fK0csBoqbcgUuWGV0cpoD,0,"Karen Harding, Zac Samuel - Say Something - Zac Samuel Remix",https://open.spotify.com/track/5QifrqmnjHzdOuBAheeeNU,0,,0
,,,5,,,1,,,6,,,8,,,3,,
,,,,,,,,,,,,,,,,,
,Songs Liked ,Songs Disliked ,Success percentage ,,,,,,,,,,,,,,
,23,27,0.46,,,,,,,,,,,,,,
MODEL 2: CLUSTERED KNN,,,,,,,,,,,,,,,,,
Daft Punk - Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Foster The People - Pumped Up Kicks - Foster The People - Pumped Up Kicks,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,0,DNCE - Cake By The Ocean - DNCE - Cake By The Ocean,https://open.spotify.com/track/76hfruVvmfQbw0eYn1nmeC,0,"Regard, RAYE - Secrets - Regard, RAYE - Secrets",https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg,0,The Weeknd - In Your Eyes - The Weeknd - In Your Eyes,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,1,Maroon 5 - This Love - Maroon 5 - This Love,https://open.spotify.com/track/6ECp64rv50XVz93WvxXMGF,1,,0.4
Billie Eilish - Happier Than Ever,Olivia Rodrigo - traitor - Olivia Rodrigo - traitor,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT,1,Post Malone - Feeling Whitney ,https://open.spotify.com/track/35r28RDot7nPE7y9K9H7l0,0,"Taylor Swift, Bon Iver - exile (feat. Bon Iver) ",https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y,1,Clinton Kane - I GUESS I'M IN LOVE - Clinton Kane - I GUESS I'M IN LOVE,https://open.spotify.com/track/1dB1kzLOjTcmSHttRd8bnV,1,Ed Sheeran - Happier - Ed Sheeran - Happier,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,0,,0.6
XXXTENTACION - Revenge,ilyTOMMY - Forever ,https://open.spotify.com/track/2GvOVIdVAi69jpCvRTxWg6,0,Billie Eilish - bury a friend ,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,1,Billie Eilish - Your Power -,https://open.spotify.com/track/042Sl6Mn83JHyLEqdK7uI0,1,"gnash, ""Olivia OBrien"" - i hate u, i love u (feat. olivia o'brien) ",https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,1,"Rod Wave, ATR Son Son - Rags2Riches (feat. ATR Son Son) ",https://open.spotify.com/track/0qg0GJp7HSewRCVPP4fKGk,0,,0.6
Billie Eilish - idontwannabeyouanymore,Madison Beer - Reckless - Madison Beer - Reckless,https://open.spotify.com/track/1Dq5By1yUrOB0zSxhCc5v8,1,James Arthur - Falling Like The Stars ,https://open.spotify.com/track/395KzBy0bkb57dEvg6cfzJ,1,Olivia Rodrigo - happier - Olivia Rodrigo - happier,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl,1,Birdy - Skinny Love - Birdy - Skinny Love,https://open.spotify.com/track/4RL77hMWUq35NYnPLXBpih,0,Demi Lovato - Stone Cold - Demi Lovato - Stone Cold,https://open.spotify.com/track/3by8IfnW9dZ2t4pZw1WVxz,1,,0.8
"Fall Out Boy - Sugar, We're Goin Down",Kelly Clarkson - Underneath the Tree,https://open.spotify.com/track/3YZE5qDV7u1ZD1gZc47ZeR,0,Demi Lovato - Heart Attack - Demi Lovato - Heart Attack,https://open.spotify.com/track/1V6gIisPpYqgFeWbMLI0bA,0,"K/DA, Madison Beer, (G)I-DLE, Jaira Burns, League of Legends - POP/STARS",https://open.spotify.com/track/5sbooPcNgIE22DwO0VNGUJ,1,Avril Lavigne - Girlfriend - Avril Lavigne - Girlfriend,https://open.spotify.com/track/45hOioMDJktr86iKDHC8gr,0,Lil Peep - Sex with My Ex - Lil Peep - Sex with My Ex,https://open.spotify.com/track/0H1Had94fszD13qsFsP1U5,0,,0.2
"NF, Fleurie - Mansion",Canserbero - Pensando en Ti - Canserbero - Pensando en Ti,https://open.spotify.com/track/2auNjgM4xIOANxtZT4Xe9z,0,Porta - La Bella Y La Bestia (Con Norykko) - Porta - La Bella Y La Bestia (Con Norykko),https://open.spotify.com/track/3bHzzuRc2vU97FhJ0ohSKf,0,Drake - 0 To 100 / The Catch Up - Drake - 0 To 100 / The Catch Up,https://open.spotify.com/track/4jtyUzZm9WLc2AdaJ1dso7,1,50 Cent - Best Friend - 50 Cent - Best Friend,https://open.spotify.com/track/1wI3UvluGGKUeFeVFsP9do,1,"T-Pain, Lily Allen, Wiz Khalifa - 5 O'Clock (feat. Lily Allen & Wiz Khalifa)",https://open.spotify.com/track/42EMFjvFtOki8MA0JNZqVK,1,,0.6
"NF, Andreas Moss - Lost In The Moment",Arijit Singh;Asees Kaur - Bandeya Rey Bandeya,https://open.spotify.com/track/69EBg5Kl8SwvDfxFQ1aPNY,0,The Weeknd - Snowchild - The Weeknd - Snowchild,https://open.spotify.com/track/3WlbeuhfRSqU7ylK2Ui5U7,1,SABAI;Hoang;Claire Ridgely - Million Days - SABAI;Hoang;Claire Ridgely - Million Days,https://open.spotify.com/track/0DzPnTBSmVRKBQAmH3EomR,1,"Flume, kai - Never Be Like You (feat. Kai) - Flume, kai - Never Be Like You (feat. Kai)",https://open.spotify.com/track/14gdERIqymApVn9vcsbmZ3,1,Post Malone - Broken Whiskey Glass - Post Malone - Broken Whiskey Glass,https://open.spotify.com/track/5BoOzegGrg5XFRR8UBDtkF,0,,0.6
AJR - Burn The House Down,Conan Gray - Crush Culture - Conan Gray - Crush Culture,https://open.spotify.com/track/2sHwSBNDZN2yjCtgwStYt1,1,"Sean Kingston, Chris Brown, Wiz Khalifa - Beat It (feat. Chris Brown & Wiz Khalifa)",https://open.spotify.com/track/3bwCMbwDZVtvJDnUTQIdCX,0,Louis Tomlinson - Miss You - Louis Tomlinson - Miss You,https://open.spotify.com/track/3zxrecYFao03IrrcyFiaMU,1,John Mayer - Waiting On the World to Change - John Mayer - Waiting On the World to Change,https://open.spotify.com/track/5imShWWzwqfAJ9gXFpGAQh,1,ENHYPEN - Not for Sale,https://open.spotify.com/track/3dG1jxbfBIZvzyFwAcsmS0,0,,0.6
"Daft Punk, Paul Williams - Touch (feat. Paul Williams)",Erykah Badu - Orange Moon - Erykah Badu - Orange Moon,https://open.spotify.com/track/5dlfvkyZOuBCFP1KbzRHUx,1,Jagjit Singh - Koi Fariyaad - Jagjit Singh - Koi Fariyaad,https://open.spotify.com/track/2AeMA6k7ocfbYDZqq8NdV7,0,Garmarna - Herr Mannelig - Garmarna - Herr Mannelig,https://open.spotify.com/track/2Vn64pgbiFjMdqkCf2dvLK,0,Neutral Milk Hotel - Oh Comely - Neutral Milk Hotel - Oh Comely,https://open.spotify.com/track/41WcmdweTbIJAc8tiOR6xw,1,King Crimson - Epitaph - King Crimson - Epitaph,https://open.spotify.com/track/5j4fSU12bw4G6JDVPU7JTB,1,,0.6
AJR - Weak,Pancho Barraza - Mi Enemigo El Amor,https://open.spotify.com/track/3V5mrjHNr7VFhcUJ5oh45V,0,"NOTD, Bea Miller - I Wanna Know (feat. Bea Miller)",https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD,0,Demi Lovato - Give Your Heart a Break ,https://open.spotify.com/track/3sP3c86WFjOzHHnbhhZcLA,0,EXO - Obsession - EXO - Obsession,https://open.spotify.com/track/7fK0csBoqbcgUuWGV0cpoD,0,"Karen Harding, Zac Samuel - Say Something -",https://open.spotify.com/track/5QifrqmnjHzdOuBAheeeNU,0,,0
,,,4,,,3,,,7,,,7,,,4,,
,,,,,,,,,,,,,,,,,
,Songs Liked ,Songs Disliked ,Success percentage ,,,,,,,,,,,,,,
,25,25,0.5,,,,,,,,,,,,,,
"MODEL 3: K-MEANS, PCA, KNN",,,,,,,,,,,,,,,,,
Daft Punk - Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Foster The People - Pumped Up Kicks,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,0,DNCE - Cake By The Ocean,https://open.spotify.com/track/76hfruVvmfQbw0eYn1nmeC,0,"Alex Rose, Rafa Pabön - Jangueo",https://open.spotify.com/track/1bRpSCFv6P2OUhciByeRYR,0,"Regard, RAYE - Secrets",https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg,0,Akon;Eminem - Smack That,https://open.spotify.com/track/2kQuhkFX7uSVepCD3h29g5,0,,
Billie Eilish - Happier Than Ever,Olivia Rodrigo - traitor,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT,1,Post Malone - Feeling Whitney,https://open.spotify.com/track/35r28RDot7nPE7y9K9H7l0,0,Harry Styles - Falling,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,1,Calum Scott - Dancing On My Own,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ,1,Ed Sheeran - Photograph,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL,0,,0.6
XXXTENTACION - Revenge,"Peachy!, mxmtoon - Falling for U",https://open.spotify.com/track/2xhGZ3WzOa3tir28y7Cb88,1,"gnash, ""Olivia OBrien"" - i hate u, i love u (feat. olivia o'brien)",https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,1,"Rod Wave, ATR Son Son - Rags2Riches (feat. ATR Son Son)",https://open.spotify.com/track/0qg0GJp7HSewRCVPP4fKGk,0,ilyTOMMY - Forever,https://open.spotify.com/track/2GvOVIdVAi69jpCvRTxWg6,0,Billie Eilish - bury a friend,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,1,,0.6
Billie Eilish - idontwannabeyouanymore,Olivia Rodrigo - happier,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl,1,Madison Beer - Reckless,https://open.spotify.com/track/1Dq5By1yUrOB0zSxhCc5v8,1,James Arthur - Falling Like The Stars,https://open.spotify.com/track/395KzBy0bkb57dEvg6cfzJ,1,"John Denver - Take Me Home, Country Roads",https://open.spotify.com/track/1YYhDizHx7PnDhAhko6cDS,0,Demi Lovato - Stone Cold,https://open.spotify.com/track/3by8IfnW9dZ2t4pZw1WVxz,1,,0.8
"Fall Out Boy - Sugar, We're Goin Down","K/DA, Madison Beer, (G)I-DLE, Jaira Burns, League of Legends - POP/STARS",https://open.spotify.com/track/5sbooPcNgIE22DwO0VNGUJ,1,Kelly Clarkson - Underneath the Tree,https://open.spotify.com/track/3YZE5qDV7u1ZD1gZc47ZeR,0,BTS - Mikrokosmos,https://open.spotify.com/track/0jSccBRnhNU4KtACMQPvco,1,Kings of Leon - Sex on Fire,https://open.spotify.com/track/0ntQJM78wzOLVeCUAW7Y45,0,Demi Lovato - Heart Attack,https://open.spotify.com/track/1V6gIisPpYqgFeWbMLI0bA,0,,0.4
"NF, Fleurie - Mansion",Earl Sweatshirt - Chum,https://open.spotify.com/track/6plT7nFGiXKSBP9HFSI4ef,0,Young Buck - Shorty Wanna Ride,https://open.spotify.com/track/6Y9kdB2O0h9gq9y2vclsWT,0,Kodak Black - Tunnel Vision,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,1,NF - I Miss The Days,https://open.spotify.com/track/3ebfDw8WEbf0DxGh47R2lo,1,Cartel De Santa - El Arte del Engaño,https://open.spotify.com/track/0sQdIxWPpjCFLLUfOXhR0V,0,,0.4
"NF, Andreas Moss - Lost In The Moment",Arijit Singh;Asees Kaur - Bandeya Rey Bandeya,https://open.spotify.com/track/69EBg5Kl8SwvDfxFQ1aPNY,0,The Weeknd - Snowchild,https://open.spotify.com/track/3WlbeuhfRSqU7ylK2Ui5U7,1,Janelle Monáe - I Like That,https://open.spotify.com/track/2EznBGrlmx9wBeYgyDojsA,1,NF - Warm Up,https://open.spotify.com/track/7Gr8gb3hqKr4zEbFlrVYPQ,1,Taylor Swift - Dress,https://open.spotify.com/track/6oVxXO5oQ4pTpO8RSnkzvv,0,,0.6
AJR - Burn The House Down,Conan Gray - Crush Culture,https://open.spotify.com/track/2sHwSBNDZN2yjCtgwStYt1,1,Twenty One Pilots - Migraine,https://open.spotify.com/track/4rfaoyaZvNa60cj3OKSQV9,1,"Sean Kingston, Chris Brown, Wiz Khalifa - Beat It (feat. Chris Brown & Wiz Khalifa)",https://open.spotify.com/track/3bwCMbwDZVtvJDnUTQIdCX,0,Taylor Swift - Getaway Car,https://open.spotify.com/track/0VE4kBnHJUgtMf0dy6DRmW,1,Taylor Swift - � Ready for it,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5?si=892d4a63e6ba4b68,0,,0.6
"Daft Punk, Paul Williams - Touch (feat. Paul Williams)",King Crimson - Epitaph,https://open.spotify.com/track/5j4fSU12bw4G6JDVPU7JTB,1,Erykah Badu - Orange Moon,https://open.spotify.com/track/5dlfvkyZOuBCFP1KbzRHUx,1,Neutral Milk Hotel - Oh Comely,https://open.spotify.com/track/41WcmdweTbIJAc8tiOR6xw,1,Jagjit Singh - Koi Fariyaad,https://open.spotify.com/track/2AeMA6k7ocfbYDZqq8NdV7,0,Garmarna - Herr Mannelig - Garmarna - Herr Mannelig,https://open.spotify.com/track/2Vn64pgbiFjMdqkCf2dvLK,0, ,0.6
AJR - Weak,Demi Lovato - Give Your Heart a Break,https://open.spotify.com/track/3sP3c86WFjOzHHnbhhZcLA,0,Toby Keith - As Good As I Once Was,https://open.spotify.com/track/7G6l2FtQyRhQgYgut2I6i8,0,One Direction - I Would,https://open.spotify.com/track/6Fe0bY8vDxBnN7rDgu3ACE,0,Pancho Barraza - Mi Enemigo El Amor,https://open.spotify.com/track/3V5mrjHNr7VFhcUJ5oh45V,0,"Karen Harding, Zac Samuel - Say Something ",https://open.spotify.com/track/5QifrqmnjHzdOuBAheeeNU,0,,0
,,,6,,,5,,,6,,,4,,,2,,4.6
,,,,,,,,,,,,,,,,,
,Songs Liked ,Songs Disliked ,Success percentage ,,,,,,,,,,,,,,
,23,27,0.46,,,,,,,,,,,,,,
