Song Metadata ,Model Rec 1,Song URL,Annotation ,Model Rec 2,Song URL,Annotation ,Model Rec 3,Song URL,Annotation ,Model Rec 4,Song URL,Annotation ,Model Rec 5,Song URL,Annotation ,,% Liked Per Song
843 - Hoobastank - The Reason,Deftones - Sextape,https://open.spotify.com/track/1EryAkZ0VHstC6haIxVBiE?si=16d0f62127a7438a,0,Nelly - Just a Dream,https://open.spotify.com/track/3ZdJffjzJWFimSQyxgGIxN?si=569246f3d14340f0,1,"Trevor Daniel, Selena Gomez - Past Life (With Selena Gomez)",https://open.spotify.com/track/7MN8RYSofZsFROBlEOAzXq?si=bcc72e01f0834c28,0,"RBD, AnahÌ, Dulce MarÌa, Maite Perroni, Christian Ch·vez, Christopher von Uckermann, Alfonso Herrera - S·lvame",https://open.spotify.com/track/3hbTkJ0yFzHbawnKyhvTQj?si=7934b120ae804a36,0,Maroon 5 - Nobody's Love,https://open.spotify.com/track/2ST72jD2KVe7f3fbcGyX1b?si=54f4e689a31d46d8,1,,0.4
,,,6,,,5,,,7,,,3,,,6,,
,,,,,,,,,,,,,,,,,
,Songs Liked ,Songs Disliked ,Success percentage ,,,,,,,,,,,,,,
,27,23,0.54,,,,,,,,,,,,,,
MODEL 2: CLUSTERED KNN,,,,,,,,,,,,,,,,,
57-karol g- ay dÌos m„o,Olivia Rodrigo - good 4 u - Olivia Rodrigo - good 4 u,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,1,"Maluma, Myke Towers - Madrid - Maluma, Myke Towers - Madrid",https://open.spotify.com/track/19OXtYzrJyCrQvTbfukt4H,1,"DJ Snake, J Balvin, Tyga - Loco Contigo (feat. J. Balvin & Tyga) ",https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,1,"Rauw Alejandro, Anuel AA - Reloj - Rauw Alejandro, Anuel AA - Reloj",https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J,1,"Anuel AA, Bad Bunny - Hasta Que Dios Diga - Anuel AA, Bad Bunny - Hasta Que Dios Diga",https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1,1,,1
58- Karol g- bichota,Lil Nas X - HOLIDAY - Lil Nas X - HOLIDAY,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli,0,Twenty One Pilots - Stressed Out - Twenty One Pilots - Stressed Out,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,1,Jonas Brothers - Sucker - Jonas Brothers - Sucker,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,1,Lil Nas X;Jack Harlow - INDUSTRY BABY (feat. Jack Harlow) ,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK,0,"Jawsh 685, Jason Derulo - Savage Love (Laxed - Siren Beat) - Jawsh 685, Jason Derulo - Savage Love (Laxed - Siren Beat)",https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,1,,0.6
99-maroon 5- memories,Glass Animals - Heat Waves - Glass Animals - Heat Waves,https://open.spotify.com/track/3USxtqRwSYz57Ewm6wWRMp,1,One Direction - Night Changes - One Direction - Night Changes,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ,1,"Camilo, Christian Nodal - La Mitad - Camilo, Christian Nodal - La Mitad",https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx,0,Ben E. King - Stand by Me - Ben E. King - Stand by Me,https://open.spotify.com/track/3SdTKo2uVsxFblQjpScoHy,1,Lil Mosey - Noticed - Lil Mosey - Noticed,https://open.spotify.com/track/7zLYKWcXnYeHHWidalz7rj,0,,0.6
129- Karol g- tuna,Rels B - A M√≠ - Rels B - A M√≠,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa,1,"NLE Choppa, Roddy Ricch - Walk Em Down (feat. Roddy Ricch) ",https://open.spotify.com/track/1Z0cZI0UzNbP9L8MzzGxqf,1,"ROSAL√çA, Ozuna - Yo x Ti, Tu x Mi - ROSAL√çA, Ozuna - Yo x Ti, Tu x Mi",https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk,1,"Lil Baby, 42 Dugg - We Paid (feat. 42 Dugg) ",https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,0,"Tainy, J Balvin - Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie -",https://open.spotify.com/track/7CtbxAGq2P0jtYh6SH9DMR,1,,0.8
356-becky g- familiar,Charlie Puth - Attention - Charlie Puth - Attention,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50,1,Doja Cat - Woman - Doja Cat - Woman,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4,1,Justin Quiles - Jeans - Justin Quiles - Jeans,https://open.spotify.com/track/78dzBjk47wuaraNVpVJ9QB,1,Wisin & Yandel;ROSAL√çA - Besos Moja2 - Wisin & Yandel;ROSAL√çA - Besos Moja2,https://open.spotify.com/track/6OzUIp8KjuwxJnCWkXp1uL,1,WILLOW - Wait a Minute! - WILLOW - Wait a Minute!,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh,0,,0.8
5104-chance the rapper- no problem,Jamiroquai - Canned Heat - Jamiroquai - Canned Heat,https://open.spotify.com/track/47oS7xB31QQUyPCgHpM3VZ,0,SEKAI NO OWARI - Habit - SEKAI NO OWARI - Habit,https://open.spotify.com/track/2uMNMcjjUz8oNIxjIu20qE,0,The Notorious B.I.G. - Notorious Thugs - 2014 Remaster ,https://open.spotify.com/track/19FsxX4RthRMZGfXkImdCb,1,BTS;Halsey - Boy With Luv (Feat. Halsey) - BTS;Halsey - Boy With Luv (Feat. Halsey),https://open.spotify.com/track/4a9tbd947vo9K8Vti9JwcI,0,AC/DC - Dirty Deeds Done Dirt Cheap - AC/DC - Dirty Deeds Done Dirt Cheap,https://open.spotify.com/track/2d4e45fmUnguxh6yqC7gNT,0,,0.2
9609-future - life is good,Russ Millions - Keisha & Becky - Remix - Russ Millions - Keisha & Becky - Remix,https://open.spotify.com/track/5RbwVW2cundqz0NfJoWRrc,1,"Diddy, The Notorious B.I.G., JAY-Z - Young G's (feat. The Notorious B.I.G. & Jay-Z) ",https://open.spotify.com/track/6f5v97tE0chCujkEKJ3Th6,0,"Drake, 2 Chainz, Young Thug - Sacrifices - Drake, 2 Chainz, Young Thug - Sacrifices",https://open.spotify.com/track/0xl1w2q4VLojeXp4JfazPL,1,"Gunna, Young Thug - 3 Headed Snake (feat. Young Thug) - Gunna, Young Thug - 3 Headed Snake (feat. Young Thug)",https://open.spotify.com/track/2OaKHGvIxoOzIYjyMsxcT8,0,"JayDaYoungan, Yungeen Ace - Opps - JayDaYoungan, Yungeen Ace - Opps",https://open.spotify.com/track/5Jdob8VuV2VzvOx1IUn5jm,1,,0.6
12845- bad bunny- mia,mike. - 2 birds - mike. - 2 birds,https://open.spotify.com/track/7kjjpSYKszLz8TwQXEnqlx,1,Farasat Anees;Slick Trick;Toshi - BIBA - ,https://open.spotify.com/track/1scmFZtdSlOG7YXgM5NJ0j,1,Bryson Tiller - Canceled - Bryson Tiller - Canceled,https://open.spotify.com/track/3TOfcOKNuu6ZPZXJie5msH,0,AP Dhillon;Gurinder Gill;Money Musik - Saada Pyaar ,https://open.spotify.com/track/5gSVKG0R4xc8qtDIoyDNy8,0,"Doobie, Caskey - Icy Titties - Doobie, Caskey - Icy Titties",https://open.spotify.com/track/4MBxX1P21a0yEZJEHA7zw1,0,,0.4
19343- Young dolph- 100 shots,NF - Notepad - NF - Notepad,https://open.spotify.com/track/2QpFbRlnBo2TRhy5FyldSD,0,Lil Wyte - Oxy Cotton - Lil Wyte - Oxy Cotton,https://open.spotify.com/track/5PtMwNq8Dp31uYdGGacVJE,0,"Carnage, Migos - Bricks - Carnage, Migos - Bricks",https://open.spotify.com/track/76OSY26fhv9aJ0WZTezF34,1,Yung Bleu - Miss It - Yung Bleu - Miss It,https://open.spotify.com/track/5WPXnJulBVflChZ8qIe91d,1,"Rich Gang, Lil Wayne, Birdman, Mack Maine, Nicki Minaj, Future - Tapout ",https://open.spotify.com/track/7A8d6xGJy2DpNqO2b9DrJu,1,,0.6
843 - Hoobastank - The Reason,Deftones - Sextape,https://open.spotify.com/track/1EryAkZ0VHstC6haIxVBiE?si=16d0f62127a7438a,0,Nelly - Just a Dream,https://open.spotify.com/track/3ZdJffjzJWFimSQyxgGIxN?si=569246f3d14340f0,1,"Trevor Daniel, Selena Gomez - Past Life (With Selena Gomez)",https://open.spotify.com/track/7MN8RYSofZsFROBlEOAzXq?si=bcc72e01f0834c28,0,"RBD, AnahÌ, Dulce MarÌa, Maite Perroni, Christian Ch·vez, Christopher von Uckermann, Alfonso Herrera - S·lvame",https://open.spotify.com/track/3hbTkJ0yFzHbawnKyhvTQj?si=7934b120ae804a36,0,Maroon 5 - Nobody's Love,https://open.spotify.com/track/2ST72jD2KVe7f3fbcGyX1b?si=54f4e689a31d46d8,1,,0.4
,,,6,,,6,,,7,,,4,,,5,,
,,,,,,,,,,,,,,,,,
,Songs Liked ,Songs Disliked ,Success percentage ,,,,,,,,,,,,,,
,28,22,0.56,,,,,,,,,,,,,,
"MODEL 3: K-MEANS, PCA, KNN",,,,,,,,,,,,,,,,,
57-karol g- ay dÌos m„o,Olivia Rodrigo - good 4 u,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,1,"Rauw Alejandro, Anuel AA - Reloj",https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J,1,The Kid LAROI - ALWAYS DO,https://open.spotify.com/track/7gCe88FGMlkyURLPxglbAo,0,Juice WRLD - Conversations,https://open.spotify.com/track/4K06PO78fW4mnBVenxGNob,0,J Balvin - Rojo,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi,1,,
58- Karol g- bichota,Lil Nas X - HOLIDAY,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli,0,Lil Nas X;Jack Harlow - INDUSTRY BABY (feat. Jack Harlow),https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk,0,Kendrick Lamar - HUMBLE.,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,0,Twenty One Pilots - Stressed Out,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,1,Jonas Brothers - Sucker,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,1,,0.4
99-maroon 5- memories,Glass Animals - Heat Waves,https://open.spotify.com/track/3USxtqRwSYz57Ewm6wWRMp,1,Ben E. King - Stand by Me,https://open.spotify.com/track/3SdTKo2uVsxFblQjpScoHy,1,One Direction - Night Changes,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ,1,"Camilo, Christian Nodal - La Mitad",https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx,0,Lil Mosey - Noticed,https://open.spotify.com/track/7zLYKWcXnYeHHWidalz7rj,0,,0.6
129- Karol g- tuna,"Lil Baby, 42 Dugg - We Paid (feat. 42 Dugg)",https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,0,Rels B - A M√≠,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa,1,Bad Bunny - Vete,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW,1,"NLE Choppa, Roddy Ricch - Walk Em Down (feat. Roddy Ricch)",https://open.spotify.com/track/1Z0cZI0UzNbP9L8MzzGxqf,1,"Saweetie, Post Malone, DaBaby, Jack Harlow - Tap In (feat. Post Malone, DaBaby & Jack Harlow)",https://open.spotify.com/track/5woaU1FNkqCwg6WzWiQPW5,0,,0.6
356-becky g- familiar,Charlie Puth - Attention,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50,1,Doja Cat - Woman,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4,1,Justin Quiles - Jeans,https://open.spotify.com/track/78dzBjk47wuaraNVpVJ9QB,1,Eminem - The Real Slim Shady,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR,1,Akon;Eminem - Smack That,https://open.spotify.com/track/2kQuhkFX7uSVepCD3h29g5,1,,1
5104-chance the rapper- no problem,Chris Brown - Look At Me Now (feat. Lil' Wayne & Busta Rhymes),https://open.spotify.com/track/3hsmbFKT5Cujb5GQjqEU39,1,"Chris Brown, Lil Wayne, Busta Rhymes - Look At Me Now (feat. Lil' Wayne & Busta Rhymes)",https://open.spotify.com/track/3hsmbFKT5Cujb5GQjqEU39,1,The Notorious B.I.G. - Notorious Thugs - 2014 Remaster,https://open.spotify.com/track/19FsxX4RthRMZGfXkImdCb,1,AC/DC - Dirty Deeds Done Dirt Cheap,https://open.spotify.com/track/2d4e45fmUnguxh6yqC7gNT,0,Jamiroquai - Canned Heat,https://open.spotify.com/track/47oS7xB31QQUyPCgHpM3VZ,0,,0.6
9609-future - life is good,"Drake, 2 Chainz, Young Thug - Sacrifices",https://open.spotify.com/track/0xl1w2q4VLojeXp4JfazPL,1,Russ Millions - Keisha & Becky - Remix,https://open.spotify.com/track/5RbwVW2cundqz0NfJoWRrc,1,A.R. Rahman;Yogi Sekar - Devaralan Aattam,https://open.spotify.com/track/2C0uWzWKBnT1tn7OoL7wvS,0,"Diddy, The Notorious B.I.G., JAY-Z - Young G's (feat. The Notorious B.I.G. & Jay-Z)",https://open.spotify.com/track/6f5v97tE0chCujkEKJ3Th6,0,"Gunna, Young Thug - 3 Headed Snake (feat. Young Thug)",https://open.spotify.com/track/2OaKHGvIxoOzIYjyMsxcT8,0,,0.4
12845- bad bunny- mia,Bryson Tiller - Canceled,https://open.spotify.com/track/3TOfcOKNuu6ZPZXJie5msH,0,"""Destinys Child"" - Girl",https://open.spotify.com/track/3s2MyU2YCwNNwcSokt0jXD,1,"Childish Gambino, Chance the Rapper - I. The Worst Guys",https://open.spotify.com/track/4jnctHRggVIvMgkru936fN,0,"Arin Ray, Kehlani - Change (with Kehlani)",https://open.spotify.com/track/2qhId6ko1ug9A0mw8BQJs8,0,Zara Larsson;Sabrina Carpenter - WOW (feat. Sabrina Carpenter) - Remix,https://open.spotify.com/track/5WokFKscrfGEGGLPTu3jgO,0,,0.2
19343- Young dolph- 100 shots,NF - Notepad,https://open.spotify.com/track/2QpFbRlnBo2TRhy5FyldSD,0,Yung Bleu - Miss It,https://open.spotify.com/track/5WPXnJulBVflChZ8qIe91d,1,Migos - Cocoon,https://open.spotify.com/track/7E09pB6FdMumBbWQAKwS1M,1,Lil Wyte - Oxy Cotton,https://open.spotify.com/track/5PtMwNq8Dp31uYdGGacVJE,0,"Carnage, Migos - Bricks",https://open.spotify.com/track/76OSY26fhv9aJ0WZTezF34,1,,0.6
843 - Hoobastank - The Reason,Deftones - Sextape,https://open.spotify.com/track/1EryAkZ0VHstC6haIxVBiE?si=16d0f62127a7438a,0,Nelly - Just a Dream,https://open.spotify.com/track/3ZdJffjzJWFimSQyxgGIxN?si=569246f3d14340f0,1,The Kid LAROI - Thousand Miles,https://open.spotify.com/track/1r8ZCjfrQxoy2wVaBUbpwg?si=047ebf0a61bd4eab,1,Gabby Barrett - I Hope,https://open.spotify.com/track/23T0OX7QOiIUFShSzbJ5Uo?si=9604e6c740894c7b,1,"RBD, AnahÌ, Dulce MarÌa, Maite Perroni, Christian Ch·vez, Christopher von Uckermann, Alfonso Herrera - S·lvame",https://open.spotify.com/track/3hbTkJ0yFzHbawnKyhvTQj?si=7934b120ae804a36,0,,0.6
,,,5,,,8,,,5,,,3,,,4,,5
,,,,,,,,,,,,,,,,,
,Songs Liked ,Songs Disliked ,Success percentage ,,,,,,,,,,,,,,
,25,25,0.5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
